,SUT,Paths,Methods,Operations,Parametric Operations,Parametered Operations,Used Parameters,Distinct Parameters,Parameters Per Operations,Path Depth,Path Depth Variance,Example Rate,Default Rate,Type,Method Count
827,hetras-certification_hotel_v0,18,3,21,20,21,153,33,7.285714285714286,7.0476190476190474,1.5691609977324261,0.0,0.0,"{""string"": {""num"": 105, ""format"": [""date-time"", ""byte""]}, ""integer"": {""num"": 29, ""format"": []}, ""boolean"": {""num"": 3, ""format"": []}, ""array"": {""num"": 27, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 16, ""put"": 2, ""patch"": 3}"
828,ebay_commerce-translation_1,1,1,1,0,1,4,4,4.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": []}}","{""post"": 1}"
829,geodatasource_1_0,1,1,1,1,1,4,4,4.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 1}"
830,azure_powerbidedicated_2017-10-01,9,5,12,12,12,50,10,4.166666666666667,7.166666666666667,3.3055555555555554,0.0,0.02,"{""string"": {""num"": 48, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 6, ""post"": 3, ""put"": 1, ""delete"": 1, ""patch"": 1}"
831,googleapis_tasks_v1,6,5,14,14,14,410,41,29.285714285714285,5.714285714285714,0.34693877551020413,0.0,0.0,"{""string"": {""num"": 315, ""format"": []}, ""boolean"": {""num"": 37, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 6, ""format"": []}}","{""post"": 4, ""get"": 4, ""put"": 2, ""delete"": 2, ""patch"": 2}"
832,azure_monitor-vmInsightsOnboarding_API_2018-11-27-preview,1,1,1,1,1,2,2,2.0,5.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
833,apideck_pos_9_3_0,19,4,46,46,46,1315,163,28.58695652173913,2.630434782608696,0.27646502835538755,0.7368821292775666,0.044866920152091254,"{""boolean"": {""num"": 97, ""format"": []}, ""string"": {""num"": 919, ""format"": [""date-time"", ""date"", ""email""]}, ""integer"": {""num"": 117, ""format"": []}, ""object"": {""num"": 21, ""format"": []}, ""number"": {""num"": 50, ""format"": []}}","{""get"": 18, ""post"": 10, ""delete"": 9, ""patch"": 9}"
834,apisetu_pmjay_3_0_0,1,1,1,0,1,7,7,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 5, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
835,sportsdata_lol-v3-stats_1_0,21,1,21,21,21,32,8,1.5238095238095237,2.5238095238095237,0.24943310657596368,0.0,0.65625,"{""string"": {""num"": 11, ""format"": []}}","{""get"": 21}"
836,testfire_altoroj_1_0_2,10,2,12,4,11,32,18,2.6666666666666665,1.75,0.5208333333333334,0.59375,0.0,"{""string"": {""num"": 32, ""format"": [""date"", ""password"", ""email""]}, ""object"": {""num"": 6, ""format"": []}}","{""get"": 6, ""post"": 6}"
837,bluemix_containers_3_0_0,41,5,47,31,46,148,20,3.148936170212766,2.702127659574468,0.76233589859665,0.0,0.0,"{""string"": {""num"": 135, ""format"": [""binary""]}, ""boolean"": {""num"": 5, ""format"": []}, ""integer"": {""num"": 13, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""post"": 18, ""get"": 20, ""delete"": 5, ""patch"": 1, ""put"": 3}"
838,launchdarkly_5_3_0,64,5,105,86,92,371,73,3.533333333333333,3.447619047619048,4.152018140589569,0.3261455525606469,0.0,"{""object"": {""num"": 21, ""format"": []}, ""string"": {""num"": 311, ""format"": []}, ""array"": {""num"": 16, ""format"": []}, ""integer"": {""num"": 19, ""format"": []}, ""number"": {""num"": 7, ""format"": []}, ""boolean"": {""num"": 25, ""format"": []}}","{""get"": 53, ""post"": 22, ""delete"": 14, ""patch"": 15, ""put"": 1}"
839,azure_policyinsights-policyStates_2017-08-09-preview,5,2,5,5,5,43,14,8.6,6.8,4.96,0.0,0.0,"{""string"": {""num"": 34, ""format"": [""date-time""]}, ""integer"": {""num"": 4, ""format"": []}}","{""get"": 1, ""post"": 4}"
840,nexmo_redact_1_0_6,1,1,1,0,1,3,3,3.0,1.0,0.0,1.0,0.3333333333333333,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 1, ""format"": []}}","{""post"": 1}"
841,azure_security-tasks_2015-06-01-preview,7,2,7,7,7,32,7,4.571428571428571,8.428571428571429,3.3877551020408165,0.0,0.0,"{""string"": {""num"": 30, ""format"": []}}","{""get"": 5, ""post"": 2}"
842,azure_advisor_2016-07-12-preview,7,4,9,9,9,32,12,3.5555555555555554,5.555555555555555,1.5802469135802468,0.0,0.0,"{""string"": {""num"": 31, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 6, ""post"": 1, ""put"": 1, ""delete"": 1}"
843,swagger_generator_2_4_30,5,2,7,5,5,19,9,2.7142857142857144,2.7142857142857144,0.2040816326530612,0.10526315789473684,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 13, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 5, ""post"": 2}"
844,azure_mysql_2017-04-30-preview,14,5,22,22,22,115,21,5.2272727272727275,8.181818181818182,4.057851239669421,0.0,0.0,"{""string"": {""num"": 104, ""format"": [""password""]}, ""object"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}}","{""get"": 13, ""post"": 1, ""put"": 4, ""delete"": 3, ""patch"": 1}"
845,azure_azsadmin-Update_2016-05-01,1,1,1,1,1,1,1,1.0,3.0,0.0,0.0,1.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
846,simplyrets_1_0_0,4,1,4,4,4,46,28,11.5,1.5,0.25,0.0,0.043478260869565216,"{""string"": {""num"": 18, ""format"": [""date-time""]}, ""array"": {""num"": 11, ""format"": []}, ""integer"": {""num"": 20, ""format"": []}}","{""get"": 4}"
847,azure_sql-TdeCertificates_2017-10-01-preview,1,1,1,1,1,7,7,7.0,9.0,0.0,0.0,0.0,"{""string"": {""num"": 7, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""post"": 1}"
848,googleapis_storage_v1,25,5,52,52,52,1789,127,34.40384615384615,3.9038461538461537,2.4330621301775146,0.0,0.021240916713247623,"{""string"": {""num"": 1436, ""format"": [""date-time"", ""date"", ""byte""]}, ""integer"": {""num"": 74, ""format"": []}, ""boolean"": {""num"": 150, ""format"": []}, ""object"": {""num"": 24, ""format"": []}, ""array"": {""num"": 2, ""format"": []}}","{""get"": 19, ""post"": 13, ""put"": 8, ""delete"": 7, ""patch"": 5}"
849,azure_monitor-tenantActivityLogs_API_2015-04-01,1,1,1,1,1,3,3,3.0,5.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 1}"
850,interzoid_convertcurrency_1_0_0,1,1,1,1,1,4,4,4.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 4, ""format"": []}}","{""get"": 1}"
851,azure_apimanagement-apimissues_2018-01-01,1,1,1,1,1,7,7,7.0,9.0,0.0,0.0,0.0,"{""string"": {""num"": 5, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 1}"
852,interzoid_getweathercity_1_0_0,1,1,1,1,1,3,3,3.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 1}"
853,azure_azsadmin-VirtualNetworks_2015-06-15,1,1,1,1,1,7,7,7.0,5.0,0.0,0.0,0.14285714285714285,"{""string"": {""num"": 7, ""format"": []}}","{""get"": 1}"
854,apisetu_pan_3_0_0,1,1,1,0,1,9,9,9.0,2.0,0.0,0.7777777777777778,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 7, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
855,sportsdata_lol-v3-projections_1_0,3,1,3,3,3,7,3,2.3333333333333335,3.3333333333333335,0.22222222222222224,0.0,0.2857142857142857,"{""string"": {""num"": 4, ""format"": []}}","{""get"": 3}"
856,azure_azsadmin-OfferDelegation_2015-11-01,2,3,4,4,4,23,9,5.75,9.75,0.1875,0.0,0.17391304347826086,"{""string"": {""num"": 23, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
857,azure_compute-gallery_2018-06-01,7,3,13,13,13,72,11,5.538461538461538,9.384615384615385,4.236686390532545,0.0,0.0,"{""string"": {""num"": 71, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 7, ""put"": 3, ""delete"": 3}"
858,azure_security-deviceSecurityGroups_2017-08-01-preview,2,3,4,4,4,14,6,3.5,4.75,0.1875,0.0,0.0,"{""string"": {""num"": 14, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
859,nytimes_timeswire_3_0_0,3,1,3,3,3,10,6,3.3333333333333335,2.6666666666666665,1.5555555555555554,0.0,0.4,"{""string"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 5, ""format"": []}}","{""get"": 3}"
860,idtbeyond_1_1_7,15,2,15,7,15,61,15,4.066666666666666,3.2,0.9600000000000002,0.0,0.9836065573770492,"{""string"": {""num"": 59, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 12, ""post"": 3}"
861,azure_azsadmin-shares_2015-12-01-preview,4,1,4,4,4,19,5,4.75,10.25,0.6875,0.0,0.0,"{""string"": {""num"": 19, ""format"": []}}","{""get"": 4}"
862,azure_azsadmin-StorageOperationResults_2016-05-01,2,1,2,2,2,10,6,5.0,9.5,0.25,0.0,0.2,"{""string"": {""num"": 10, ""format"": []}}","{""get"": 2}"
863,ebay_developer-analytics_v1_beta_0_0,2,1,2,2,2,4,2,2.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 4, ""format"": []}}","{""get"": 2}"
864,isbndb_1_0_1,10,1,10,9,9,22,7,2.2,1.8,0.16000000000000003,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}}","{""get"": 10}"
865,apisetu_hpsbys_3_0_0,1,1,1,0,1,4,4,4.0,2.0,0.0,0.5,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 2, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
866,apisetu_ubseuk_3_0_0,3,1,3,0,3,24,8,8.0,2.0,0.0,0.75,0.0,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 18, ""format"": [""uuid""]}, ""integer"": {""num"": 3, ""format"": []}}","{""post"": 3}"
867,azure_machinelearning-commitmentPlans_2016-05-01-preview,9,5,12,12,12,54,13,4.5,7.583333333333333,4.743055555555555,0.0,0.0,"{""string"": {""num"": 53, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 8, ""put"": 1, ""delete"": 1, ""patch"": 1, ""post"": 1}"
868,azure_automation-job_2015-10-31,9,3,10,10,10,54,9,5.4,10.7,0.6100000000000001,0.0,0.0,"{""string"": {""num"": 54, ""format"": [""uuid""]}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 6, ""put"": 1, ""post"": 3}"
869,hubapi_files_v3,13,5,18,14,18,79,37,4.388888888888889,4.555555555555555,1.8024691358024691,0.0,0.0,"{""integer"": {""num"": 13, ""format"": []}, ""object"": {""num"": 4, ""format"": []}, ""string"": {""num"": 58, ""format"": [""date-time""]}, ""boolean"": {""num"": 5, ""format"": []}, ""array"": {""num"": 7, ""format"": []}}","{""post"": 4, ""get"": 8, ""put"": 1, ""delete"": 4, ""patch"": 1}"
870,azure_applicationinsights-components_API_2015-05-01,5,5,8,8,8,38,13,4.75,7.875,1.859375,0.0,0.0,"{""string"": {""num"": 38, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1, ""post"": 1}"
871,amadeus_amadeus-travel-recommendations_1_0_3,1,1,1,1,1,3,3,3.0,2.0,0.0,0.0,0.3333333333333333,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 1}"
872,hubapi_events_v3,1,1,1,1,1,9,9,9.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 7, ""format"": [""date-time""]}, ""integer"": {""num"": 2, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 1}"
873,sheetlabs_vedic-society_1_2,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
874,azure_sql-databaseVulnerabilityAssessmentBaselines_2017-03-01-preview,1,3,3,3,3,27,11,9.0,16.0,0.0,0.0,0.0,"{""string"": {""num"": 21, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""put"": 1, ""delete"": 1}"
875,azure_authorization-authorization-RoleAssignmentsCalls_2015-07-01,6,3,10,10,10,37,13,3.7,4.6,10.04,0.0,0.0,"{""string"": {""num"": 37, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 6, ""put"": 2, ""delete"": 2}"
876,googleapis_admob_v1beta,7,2,7,7,7,202,26,28.857142857142858,2.7142857142857144,0.2040816326530612,0.0,0.0,"{""integer"": {""num"": 18, ""format"": []}, ""string"": {""num"": 130, ""format"": []}, ""boolean"": {""num"": 14, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 5, ""post"": 2}"
877,azure_azsadmin-Alert_2016-05-01,3,3,4,4,4,24,10,6.0,10.0,0.5,0.0,0.16666666666666666,"{""string"": {""num"": 24, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""post"": 1}"
878,openfigi_1_4_0,2,2,2,1,2,17,13,8.5,2.0,1.0,0.0,0.058823529411764705,"{""array"": {""num"": 1, ""format"": []}, ""number"": {""num"": 3, ""format"": []}, ""string"": {""num"": 9, ""format"": [""date""]}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 1, ""get"": 1}"
879,azure_security-allowedConnections_2015-06-01-preview,3,1,3,3,3,10,5,3.3333333333333335,7.333333333333333,4.222222222222222,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 3}"
880,fecru_1_0_0,71,4,113,89,89,114,20,1.008849557522124,4.389380530973451,0.8218341295324613,0.0,0.05263157894736842,"{""string"": {""num"": 104, ""format"": []}, ""boolean"": {""num"": 8, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 43, ""post"": 21, ""put"": 31, ""delete"": 18}"
881,azure_security-automations_2019-01-01-preview,4,4,6,6,6,33,10,5.5,7.5,1.5833333333333333,0.0,0.0,"{""string"": {""num"": 33, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 3, ""put"": 1, ""delete"": 1, ""post"": 1}"
882,azure_azsadmin-Backups_2016-05-01,3,2,3,3,3,14,5,4.666666666666667,10.0,0.6666666666666666,0.0,0.21428571428571427,"{""string"": {""num"": 14, ""format"": []}}","{""get"": 2, ""post"": 1}"
883,azure_machinelearningservices-machineLearningServices_2018-03-01-preview,9,5,15,15,15,89,22,5.933333333333334,8.333333333333334,4.0888888888888895,0.0,0.0,"{""string"": {""num"": 85, ""format"": [""date-time""]}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 6, ""put"": 2, ""delete"": 2, ""patch"": 1, ""post"": 4}"
884,apideck_sms_9_3_0,2,4,5,5,5,75,31,15.0,2.6,0.24,0.64,0.08,"{""boolean"": {""num"": 5, ""format"": []}, ""string"": {""num"": 57, ""format"": [""date-time""]}, ""integer"": {""num"": 5, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""post"": 1, ""delete"": 1, ""patch"": 1}"
885,azure_mixedreality-remote-rendering_2019-12-02-preview,4,5,8,8,8,36,8,4.5,7.75,1.4375,0.0,0.0,"{""string"": {""num"": 35, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1, ""post"": 1}"
886,azure_applicationinsights-componentProactiveDetection_API_2015-05-01,2,2,3,3,3,27,17,9.0,9.666666666666666,0.2222222222222222,0.0,0.0,"{""string"": {""num"": 21, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 6, ""format"": []}}","{""get"": 2, ""put"": 1}"
887,hubapi_webhooks_v3,4,5,9,9,9,21,9,2.3333333333333335,4.555555555555555,0.4691358024691357,0.0,0.0,"{""integer"": {""num"": 14, ""format"": []}, ""object"": {""num"": 4, ""format"": []}, ""string"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 3, ""format"": []}}","{""get"": 3, ""put"": 1, ""delete"": 2, ""post"": 2, ""patch"": 1}"
888,zalando_v1_0,20,1,20,19,19,153,22,7.65,1.9,0.79,0.0,0.013071895424836602,"{""array"": {""num"": 92, ""format"": []}, ""string"": {""num"": 83, ""format"": []}}","{""get"": 20}"
889,apisetu_transportts_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
890,azure_azsadmin-StoragePool_2016-05-01,2,1,2,2,2,12,7,6.0,11.5,0.25,0.0,0.16666666666666666,"{""string"": {""num"": 12, ""format"": []}}","{""get"": 2}"
891,azure_resources-policySetDefinitions_2018-03-01,6,3,10,10,10,39,11,3.9,6.1,2.6900000000000004,0.0,0.0,"{""string"": {""num"": 37, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 6, ""put"": 2, ""delete"": 2}"
892,payments_payments_1_0_3,8,2,10,9,10,43,27,4.3,3.4,1.04,0.37209302325581395,0.0,"{""string"": {""num"": 36, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 6, ""post"": 4}"
893,azure_hybriddatamanager-hybriddata_2016-06-01,22,5,29,29,29,163,22,5.620689655172414,9.96551724137931,6.998810939357908,0.0,0.006134969325153374,"{""string"": {""num"": 161, ""format"": []}, ""object"": {""num"": 5, ""format"": []}}","{""get"": 19, ""put"": 3, ""delete"": 3, ""patch"": 1, ""post"": 3}"
894,letmc_customer_v2-customer,22,4,24,24,24,73,25,3.0416666666666665,5.041666666666667,0.3732638888888889,0.0,0.0,"{""string"": {""num"": 66, ""format"": []}, ""integer"": {""num"": 7, ""format"": []}}","{""get"": 18, ""post"": 4, ""delete"": 1, ""put"": 1}"
895,voodoomfg_2_0_0,10,2,11,4,8,46,24,4.181818181818182,1.6363636363636365,0.23140495867768598,0.0,0.0,"{""object"": {""num"": 4, ""format"": []}, ""string"": {""num"": 25, ""format"": []}, ""integer"": {""num"": 8, ""format"": []}, ""number"": {""num"": 9, ""format"": []}, ""boolean"": {""num"": 4, ""format"": []}}","{""get"": 7, ""post"": 4}"
896,mcw_1_1,100,2,100,82,97,187,31,1.87,4.17,1.8211,0.0,0.0,"{""string"": {""num"": 84, ""format"": []}, ""object"": {""num"": 15, ""format"": []}, ""integer"": {""num"": 99, ""format"": []}, ""boolean"": {""num"": 4, ""format"": []}}","{""get"": 85, ""post"": 15}"
897,azure_datalake-store-account_2015-10-01-preview,8,5,11,11,11,106,33,9.636363636363637,8.363636363636363,2.049586776859504,0.0,0.0,"{""string"": {""num"": 88, ""format"": [""uuid"", ""date-time""]}, ""integer"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 5, ""delete"": 2, ""post"": 1, ""put"": 2, ""patch"": 1}"
898,nytimes_most_popular_api_2_0_0,3,1,3,3,3,12,2,4.0,3.0,0.0,0.0,0.0,{},"{""get"": 3}"
899,sportsdata_mlb-v3-scores_1_0,18,1,18,18,18,30,7,1.6666666666666667,2.6666666666666665,0.5555555555555556,0.0,0.6,"{""string"": {""num"": 12, ""format"": []}}","{""get"": 18}"
900,slack_openai_v1,1,1,1,0,1,1,1,1.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 1, ""format"": []}}","{""post"": 1}"
901,wellknown_1_0_0,2,1,2,0,0,0,0,0.0,1.5,0.25,0.0,0.0,{},"{""get"": 2}"
902,azure_sql-renameDatabase_2017-03-01-preview,1,1,1,1,1,6,6,6.0,11.0,0.0,0.0,0.0,"{""string"": {""num"": 6, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""post"": 1}"
903,text2data_v3_4,3,2,6,0,3,24,8,4.0,2.0,0.0,0.0,0.0,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 18, ""format"": []}, ""boolean"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}}","{""get"": 3, ""post"": 3}"
904,wmata_bus-route_1_0,12,1,12,10,10,28,7,2.3333333333333335,1.5,0.25,0.0,0.35714285714285715,"{""string"": {""num"": 9, ""format"": []}, ""number"": {""num"": 3, ""format"": []}}","{""get"": 12}"
905,stellastra_1_0,1,1,1,1,1,6,3,6.0,1.0,0.0,0.5,0.0,"{""string"": {""num"": 4, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
906,azure_apimanagement-apimquotas_2016-10-10,2,2,4,4,4,26,8,6.5,10.5,0.25,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 2, ""patch"": 2}"
907,nytimes_movie_reviews_2_0_0,3,1,3,3,3,11,8,3.6666666666666665,2.0,0.0,0.0,0.2727272727272727,"{""string"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 3}"
908,apisetu_dgecerttn_3_0_0,2,1,2,0,2,18,9,9.0,2.0,0.0,0.7777777777777778,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 14, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
909,thebluealliance_3_8_2,65,1,65,64,65,149,8,2.292307692307692,3.5692307692307694,1.0759763313609467,0.0,0.0,"{""string"": {""num"": 126, ""format"": []}, ""integer"": {""num"": 23, ""format"": []}}","{""get"": 65}"
910,azure_sql-tableAuditing_2014-04-01,5,2,8,8,8,52,10,6.5,11.0,1.25,0.0,0.0,"{""string"": {""num"": 46, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 5, ""put"": 3}"
911,azure_mediaservices-media_2015-10-01,7,5,10,10,10,46,9,4.6,7.4,3.44,0.0,0.0,"{""string"": {""num"": 44, ""format"": []}, ""object"": {""num"": 5, ""format"": []}}","{""get"": 3, ""post"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1}"
912,azure_automation-connection_2015-10-31,2,4,5,5,5,29,7,5.8,9.8,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 29, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
913,apisetu_reliancegeneral_3_0_0,6,1,6,0,6,48,8,8.0,2.0,0.0,0.75,0.0,"{""object"": {""num"": 6, ""format"": []}, ""string"": {""num"": 36, ""format"": [""uuid""]}, ""integer"": {""num"": 6, ""format"": []}}","{""post"": 6}"
914,azure_authorization-authorization-ClassicAdminCalls_2015-06-01,1,1,1,1,1,2,2,2.0,5.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
915,oceandrivers_1_0,10,1,10,9,9,30,15,3.0,3.5,0.65,0.0,0.5,"{""string"": {""num"": 22, ""format"": []}, ""number"": {""num"": 4, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}}","{""get"": 10}"
916,1password_connect_1_5_7,11,5,15,12,12,96,33,6.4,3.1333333333333333,3.582222222222222,0.09375,0.10416666666666667,"{""integer"": {""num"": 8, ""format"": []}, ""string"": {""num"": 67, ""format"": [""date-time"", ""url"", ""byte"", ""uuid""]}, ""object"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 8, ""format"": []}, ""number"": {""num"": 2, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 11, ""post"": 1, ""put"": 1, ""delete"": 1, ""patch"": 1}"
917,azure_azsadmin-BackupLocations_2016-05-01,3,3,4,4,4,19,7,4.75,8.0,0.5,0.0,0.21052631578947367,"{""string"": {""num"": 19, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""post"": 1}"
918,cloudmersive_ocr_v1,19,1,19,0,19,78,29,4.105263157894737,4.052631578947368,0.3656509695290858,0.0,0.0,"{""string"": {""num"": 67, ""format"": [""binary""]}, ""object"": {""num"": 20, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}, ""number"": {""num"": 6, ""format"": []}}","{""post"": 19}"
919,apisetu_transportrj_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
920,azure_reservations_2017-11-01,10,3,11,11,11,28,6,2.5454545454545454,4.909090909090909,1.3553719008264462,0.0,0.0,"{""string"": {""num"": 26, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 8, ""post"": 2, ""patch"": 1}"
921,azure_network-virtualNetworkGateway_2015-06-15,10,4,17,17,17,84,13,4.9411764705882355,8.176470588235293,0.615916955017301,0.0,0.0,"{""string"": {""num"": 82, ""format"": []}, ""object"": {""num"": 7, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 7, ""put"": 4, ""delete"": 3, ""post"": 3}"
922,azure_monitor-privateLinkScopes_API_2019-10-17-preview,9,4,16,16,16,78,10,4.875,8.8125,1.90234375,0.0,0.0,"{""string"": {""num"": 78, ""format"": []}, ""object"": {""num"": 4, ""format"": []}}","{""get"": 9, ""put"": 3, ""delete"": 3, ""patch"": 1}"
923,azure_mediaservices-Accounts_2018-03-30-preview,7,5,10,10,10,41,8,4.1,6.9,2.8899999999999997,0.0,0.0,"{""string"": {""num"": 41, ""format"": []}, ""object"": {""num"": 4, ""format"": []}}","{""get"": 5, ""post"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
924,azure_monitor-eventCategories_API_2015-04-01,1,1,1,1,1,1,1,1.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
925,mailboxvalidator_checker_1_0_0,1,1,1,1,1,3,3,3.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
926,sportsdata_nfl-v3-projections_1_0,16,1,16,16,16,44,7,2.75,3.75,0.9375,0.0,0.36363636363636365,"{""string"": {""num"": 28, ""format"": []}}","{""get"": 16}"
